id,name,type,lat,lon
4687131,Paul-Junius-Straße,residential,52.52729546153846,13.477882615384614
4687155,Karl-Lade-Straße,residential,52.529388100000006,13.4616714
4687156,Franz-Jacob-Straße,residential,52.5314346,13.4689713
4687159,Arthur-Weisbrodt-Straße,residential,52.52716395,13.4603161125
4687160,Erich-Kuttner-Straße,residential,52.52767683333334,13.458883
4687161,Buggenhagenstraße,residential,52.52853166666667,13.463576166666668
4687163,Anton-Saefkow-Platz,residential,52.53060098333333,13.47258445
4687247,Landsberger Allee,residential,52.53121673333333,13.46419646
4687248,Herbert-Tschäpe-Straße,residential,52.53212926,13.46393735
4687249,Hohenschönhauser Straße,residential,52.5328745,13.465201133333332
4687250,Judith-Auer-Straße,residential,52.533544677777776,13.467681166666667
4687251,Hohenschönhauser Straße,residential,52.534576375,13.468852475
4687297,Schneeglöckchenstraße,residential,52.5312022,13.459909575
4687301,Cyanenstraße,residential,52.5344469875,13.4598461625
4687302,Sigridstraße,residential,52.5356945,13.457091940000002
4687303,Am Weingarten,residential,52.53434826153846,13.457194269230769
4687333,Altenescher Weg,residential,52.5391289,13.457007260000001
4687334,Steengravenweg,residential,52.539403633333336,13.455449
4687335,Ochtumweg,residential,52.53834435,13.4562709
4687337,Süderbrokweg,residential,52.53777770000001,13.45781944
4782548,Paul-Junius-Straße,residential,52.5284229875,13.478577325
4787339,Herbert-Baum-Straße,residential,52.54879863,13.45596721
4787341,Bizetstraße,residential,52.549191288888885,13.460268377777778
4787350,Smetanastraße,residential,52.54934588333333,13.458703
4787358,Gounodstraße,residential,52.54851724444445,13.466055655555556
4787362,Benfelder Straße,residential,52.548904300000004,13.4655896
4787369,Gounodstraße,residential,52.54693553333333,13.458835774999999
4787379,Mutziger Straße,residential,52.548675725,13.464540425
4787401,Wegenerstraße,residential,52.5521731,13.467569475
6083156,Mahlerstraße,residential,52.54551796,13.45452706
6083191,Puccinistraße,residential,52.54485361666667,13.454295966666669
6083447,Solonplatz,residential,52.54918982,13.462103899999999
6083536,Lindenallee,residential,52.54841018,13.4633244
8113458,Landsberger Allee,residential,52.529783992000006,13.464958008000002
8113459,Landsberger Allee,residential,52.530930742857144,13.470790835714286
8113460,Landsberger Allee,residential,52.53129312,13.47250808
8113937,Karl-Vesper-Straße,residential,52.52863678333333,13.460905616666667
8113939,Max-Brunnow-Straße,residential,52.52661882857143,13.4591893
8113941,Max-Brunnow-Straße,residential,52.52584485,13.4633952875
8113948,Georg-Lehnig-Straße,residential,52.52658938,13.465304979999999
8113949,Gustav-Zahnke-Straße,residential,52.52699363333334,13.4637735
8113950,Ernst-Reinke-Straße,residential,52.527279237500004,13.4621483375
8113958,Paul-Junius-Straße,residential,52.52667615714285,13.476713857142856
8115415,Syringenplatz,residential,52.534759314285715,13.458268971428572
8115416,Maiglöckchenstraße,residential,52.532747175,13.46151555
8115417,Oleanderstraße,residential,52.531700625,13.4598063875
8115418,Chrysanthemenstraße,residential,52.5306904,13.460617899999999
8150996,Stedingerweg,residential,52.53689525,13.45659115
8170842,Berkenbrücker Steig,residential,52.5373734125,13.479879525
11092480,Altenhofer Straße,residential,52.53611712692308,13.478275596153846
11093314,Altenhofer Straße,residential,52.53406135,13.483810025
11093367,Altenhofer Straße,residential,52.535215883333336,13.483888550000001
11093467,Mittelstraße,residential,52.53611114444445,13.481182033333333
11093541,Landsberger Allee,residential,52.534456524999996,13.4792189875
12520036,Hohenschönhauser Straße,residential,52.53529336666667,13.468431166666667
19609586,Berkenbrücker Steig,residential,52.53706835,13.479788475
22046866,Oberseestraße,residential,52.54689656666667,13.483107766666668
22047012,Oberseeplatz,residential,52.54955646666667,13.485933600000001
22047165,Bertastraße,residential,52.550869414285714,13.485487457142856
22048109,Orankestraße,residential,52.545554580952384,13.486595128571429
22048279,Gertrudstraße,residential,52.55012421666667,13.484770883333333
22091601,Vulkanstraße,residential,52.53170342,13.484522379999998
22093491,Bernhard-Bästlein-Straße,residential,52.527805075,13.4818725
22094664,Bernhard-Bästlein-Straße,residential,52.531252699999996,13.48092065
22096317,Chopinstraße,residential,52.5463005,13.466237625
22696511,Manetstraße,residential,52.54634316470589,13.487768064705882
23008694,Smetanastraße,residential,52.54773958333333,13.459648383333333
23197045,Orankeweg,residential,52.547539433333334,13.478433966666666
23197084,Fritz-Lesch-Straße,residential,52.5453183125,13.476583675
23785317,Kniprodestraße,residential,52.54193565,13.456965933333334
24164004,Michelangelostraße,residential,52.541992283333336,13.454682516666667
24217907,Michelangelostraße,residential,52.541977377777776,13.4556794
25279148,Gropiusstraße,residential,52.545231924999996,13.485326775
25613881,Paul-Zobel-Straße,residential,52.52615691999999,13.482821000000001
25759875,Gounodstraße,residential,52.547261528571426,13.461507042857145
