id,name,type,lat,lon
266531791,Johann-Gottfried-Herder-Gymnasium,school,52.52695647368421,13.466817805263156
269873652,Unknown,kindergarten,52.5286070625,13.4615904875
285188123,REWE,supermarket,52.52752781111111,13.481117377777778
289151317,Unknown,school,52.55310951111111,13.457402544444443
305168745,Unknown,kindergarten,52.53253517272728,13.456688127272729
305475876,Unknown,kindergarten,52.5328567,13.4575983
317836043,Unknown,mall,52.529135575,13.455739000000001
317836066,Generator Bar,bar,52.529855,13.455155434482759
317858421,Landsberger Spitze,mall,52.53031616949153,13.461902630508476
323588533,Turnhalle,school,52.544083775000004,13.455070575
326610454,Station 4-6,hospital,52.550102554999995,13.469729642307692
326610455,Station 1-3,hospital,52.55092924769231,13.470018012692307
326610707,Sporttherapie,hospital,52.55019503999999,13.46883718
326610722,Brüderhaus,hospital,52.5509269,13.46881265
326610889,Hauptgebäude (Station 7-11),hospital,52.55074743636364,13.468056105454545
360106702,Picasso Grundschule,school,52.54780260588235,13.461333664705883
371914973,BiK e. V. Kita "Entdeckerland",kindergarten,52.533332185714286,13.471635957142857
371914975,Nils-Holgersson-Schule,school,52.53427750294117,13.47175245882353
375431525,Kita Paule am Park,kindergarten,52.527379350000004,13.476528475
389153117,Kita An den Pappeln,kindergarten,52.55157005833333,13.474000158333332
389155663,Kita Berkenbrücker Steig,kindergarten,52.53673874166666,13.479375541666668
415222780,Unknown,school,52.527951691666665,13.482958858333333
429587422,Unknown,school,52.52943735,13.4821408
437672217,Unknown,kindergarten,52.54753673333334,13.462881566666667
437672220,Unknown,kindergarten,52.5481037875,13.462878475
437672221,Unknown,school,52.547797433333336,13.46053795
437672223,Unknown,kindergarten,52.5474251,13.462977933333333
437672225,Kita im Komponistenviertel,kindergarten,52.548391083333335,13.462735566666666
437672252,Kindergarten Lindenallee,kindergarten,52.548101242857136,13.4631624
437672253,Freie Waldorfschule am Prenzlauer Berg,school,52.54441595,13.454510083333332
443718437,Unknown,school,52.53594255,13.4815749875
451792442,Stephanus Grundschule,school,52.552921312500004,13.457498425
451792443,Stephanus-Schule,school,52.551918669230766,13.457226923076924
473934083,Unknown,school,52.52932014117647,13.46701658235294
476122468,Unknown,kindergarten,52.54345506666667,13.454819066666666
476122470,Unknown,school,52.54370895,13.454163771428572
494497710,Kaufland,supermarket,52.53414702142857,13.456364985714286
496657168,Unknown,school,52.53644825,13.4555478875
513015071,Castello,mall,52.53229019480519,13.469166593939393
567540932,St. Vitus Station 12,hospital,52.551159033333334,13.4689395
567540939,Alexianer St. Joseph Krankenhaus Berlin-Weißensee,hospital,52.55066208076923,13.46817848076923
567540939,Alexianer St. Joseph Krankenhaus Berlin-Weißensee,hospital,52.55066208076923,13.46817848076923
