element_type,id,lat,lon,building,type
way,26384105,48.4909233,9.2137665,apartments,residential
way,30555149,48.4890338,9.2088781,apartments,residential
way,30555230,48.4891244,9.2085723,apartments,residential
way,30555577,48.4891014,9.210274,apartments,residential
way,30555611,48.4886451,9.2107241,apartments,residential
way,30555673,48.4888762,9.2092919,apartments,residential
way,30555739,48.4889399,9.2102673,apartments,residential
way,30556472,48.4889756,9.2113854,apartments,residential
way,30557066,48.4890223,9.2106104,apartments,residential
way,30557094,48.4894005,9.2105854,apartments,residential
way,30558023,48.4880794,9.2102987,apartments,residential
way,30558104,48.4882005,9.2104243,semidetached_house,residential
way,30558149,48.4883448,9.2106329,apartments,residential
way,30598604,48.4874598,9.2114332,apartments,residential
way,30598611,48.487036,9.2123147,apartments,residential
way,30598625,48.487326,9.2125522,apartments,residential
way,30882689,48.488802,9.2133795,house,residential
way,30970609,48.4936818,9.2081349,apartments,residential
way,30970618,48.4923743,9.208378,apartments,residential
way,30970636,48.4935317,9.2078546,apartments,residential
way,30970701,48.4925811,9.2083135,apartments,residential
way,30970747,48.4920934,9.2083935,apartments,residential
way,30970771,48.4917659,9.2084079,apartments,residential
way,30970776,48.4917197,9.2090925,apartments,residential
way,30970779,48.4915326,9.2086828,apartments,residential
way,30970784,48.4914412,9.2091617,apartments,residential
way,30970794,48.4915954,9.209625,apartments,residential
way,30971120,48.4913711,9.2087414,house,residential
way,30978066,48.4949343,9.2104225,apartments,residential
way,30979271,48.4920802,9.2083027,apartments,residential
way,30979274,48.4910204,9.2092026,apartments,residential
way,30979276,48.4911072,9.2089826,apartments,residential
way,30979277,48.4910464,9.2090628,house,residential
way,33883696,48.4922361,9.2119521,apartments,residential
way,35800750,48.4900258,9.2136686,apartments,residential
way,35873935,48.4982062,9.2136185,apartments,residential
way,35880242,48.5026717,9.1950123,house,residential
way,35880243,48.5026274,9.1950863,house,residential
way,35880244,48.5025808,9.1951567,house,residential
way,35894421,48.5033258,9.1999616,apartments,residential
way,35894422,48.503519,9.199775,apartments,residential
way,35894426,48.5027608,9.1979192,apartments,residential
way,35894430,48.5020373,9.1991705,apartments,residential
way,35928600,48.5036783,9.2066407,apartments,residential
way,36537163,48.5030601,9.2012456,house,residential
way,36537164,48.5021101,9.1983405,apartments,residential
way,36537165,48.5018264,9.1985742,apartments,residential
way,37799684,48.5018555,9.1940188,apartments,residential
way,37799685,48.5016207,9.194015,apartments,residential
way,37799716,48.5014742,9.1970979,apartments,residential
way,37799894,48.5028827,9.2010592,house,residential
way,37799897,48.5026938,9.2012588,apartments,residential
way,39648846,48.5039054,9.189406,detached,residential
way,39648850,48.50355,9.1898477,apartments,residential
way,39648851,48.503589,9.190121,detached,residential
way,39648854,48.5035299,9.1886505,detached,residential
way,39648855,48.5033002,9.1896799,detached,residential
way,39648856,48.5035873,9.1880734,detached,residential
way,39648857,48.5036492,9.1876604,detached,residential
way,39649622,48.5014215,9.1866089,apartments,residential
way,42352960,48.4966384,9.2045589,apartments,residential
way,42352961,48.4962694,9.2042817,apartments,residential
way,42352962,48.4968032,9.2041778,apartments,residential
way,42353802,48.4965672,9.2052524,apartments,residential
way,42354224,48.4986306,9.2098093,apartments,residential
way,42354225,48.4988078,9.2100546,apartments,residential
way,42354226,48.4990026,9.2102098,apartments,residential
way,42354227,48.4991978,9.2103395,apartments,residential
way,42354230,48.4992606,9.2097126,apartments,residential
way,42354231,48.4997118,9.2107788,apartments,residential
way,42354234,48.4995487,9.2053867,semidetached_house,residential
way,42354235,48.4991302,9.2062814,apartments,residential
way,42354236,48.4992495,9.2062247,house,residential
way,42354237,48.499338,9.2061179,house,residential
way,42354238,48.4995436,9.2066885,house,residential
way,42354239,48.4994447,9.206833,apartments,residential
way,42354240,48.4993618,9.206972,apartments,residential
way,42354241,48.4992844,9.2071182,apartments,residential
way,42354242,48.4996506,9.2065793,house,residential
way,42354243,48.4997351,9.2064399,house,residential
way,42354244,48.4998095,9.2062928,apartments,residential
way,42354245,48.4995088,9.2063062,house,residential
way,42354246,48.4996127,9.2061794,house,residential
way,42354247,48.4997211,9.2060259,apartments,residential
way,42354248,48.4995824,9.2057701,apartments,residential
way,42354249,48.4994734,9.2058724,detached,residential
way,42354250,48.4994292,9.2060326,detached,residential
way,42354251,48.4995756,9.2053208,detached,residential
way,42354254,48.495894,9.2061309,apartments,residential
way,42501878,48.5018758,9.1908906,apartments,residential
way,42501886,48.5015137,9.194661,detached,residential
way,42501887,48.5014779,9.1948001,apartments,residential
way,42501888,48.5013902,9.1952622,apartments,residential
way,42501890,48.5015488,9.1955357,detached,residential
way,42501891,48.5017046,9.1948001,detached,residential
way,42501893,48.5021448,9.1945736,detached,residential
way,42501895,48.5031641,9.1947667,house,residential
way,42501896,48.5032919,9.1947355,house,residential
way,42501898,48.5034232,9.1946914,house,residential
way,42501902,48.5029179,9.1947244,apartments,residential
way,42501903,48.502918,9.1951617,apartments,residential
way,42501904,48.5028997,9.1946045,apartments,residential
way,42501905,48.5023283,9.193992,detached,residential
way,42501906,48.5029588,9.1912458,apartments,residential
way,42501909,48.503357,9.1924073,detached,residential
way,42501910,48.5027611,9.1923782,detached,residential
way,42501911,48.5027818,9.1924847,detached,residential
way,42501912,48.499487,9.1949594,apartments,residential
way,42501913,48.4993685,9.1949534,apartments,residential
way,42502753,48.5029239,9.197676,apartments,residential
way,42502757,48.5030394,9.1968611,house,residential
way,42502759,48.5030945,9.1932871,detached,residential
way,42502760,48.5028448,9.1935591,detached,residential
way,42502773,48.5007731,9.1911984,apartments,residential
way,42502802,48.4996411,9.1932738,house,residential
way,42503610,48.5027053,9.1933202,apartments,residential
way,42503613,48.5015836,9.1931928,apartments,residential
way,42503614,48.5012864,9.1946344,detached,residential
way,42503615,48.5012487,9.1948699,apartments,residential
way,42503616,48.5010198,9.1954584,apartments,residential
way,42769515,48.4903764,9.1913638,apartments,residential
way,42769516,48.4902024,9.1912138,apartments,residential
way,43067709,48.4941148,9.2096143,apartments,residential
way,43113983,48.4914948,9.2098551,apartments,residential
way,43113984,48.4915954,9.209625,apartments,residential
way,43169598,48.4866717,9.1850632,apartments,residential
way,43443122,48.4910274,9.2141966,apartments,residential
way,43443124,48.4936758,9.2125224,apartments,residential
way,43443126,48.4909602,9.2095333,apartments,residential
way,43443168,48.4941469,9.2112864,apartments,residential
way,43443171,48.4907381,9.2134446,apartments,residential
way,43443175,48.490517,9.2138316,apartments,residential
way,43443180,48.4911007,9.212705,apartments,residential
way,43443181,48.4911157,9.2128788,apartments,residential
way,43443182,48.4914326,9.2133945,apartments,residential
way,43444424,48.4906466,9.2111105,apartments,residential
way,43446974,48.4907441,9.2137781,apartments,residential
way,43446976,48.4909796,9.2143375,apartments,residential
way,43446977,48.4913817,9.2129126,apartments,residential
way,43446978,48.4921329,9.2125632,apartments,residential
way,43447154,48.4916525,9.2122083,apartments,residential
way,43447156,48.4914572,9.2124418,apartments,residential
way,43540005,48.4947691,9.1999483,apartments,residential
way,43540025,48.4976582,9.1959267,apartments,residential
way,43540027,48.4974782,9.1946879,apartments,residential
way,43540028,48.4974978,9.195173,apartments,residential
way,43540032,48.496564,9.198844,apartments,residential
way,43540037,48.4963345,9.1978515,apartments,residential
way,43540038,48.4964366,9.1974607,apartments,residential
way,43540039,48.4965367,9.1974236,apartments,residential
way,43540044,48.4945133,9.2027814,apartments,residential
way,43540049,48.4948662,9.2015958,apartments,residential
way,44618114,48.4962341,9.2062785,apartments,residential
way,44618116,48.4967959,9.2085493,apartments,residential
way,44618119,48.4997337,9.2107189,apartments,residential
way,44618122,48.5003113,9.2108372,apartments,residential
way,44618133,48.4975751,9.2127265,apartments,residential
way,44618135,48.4965419,9.212073,apartments,residential
way,44618774,48.5026606,9.2118274,apartments,residential
way,44618775,48.502809,9.211666,apartments,residential
way,44731105,48.4901489,9.2137315,apartments,residential
way,44731106,48.4904622,9.2143098,apartments,residential
way,44731107,48.4904281,9.2144026,apartments,residential
way,44731108,48.4903956,9.2144843,apartments,residential
way,44731109,48.4903234,9.2145538,apartments,residential
way,44731533,48.491632,9.2128164,apartments,residential
way,44731535,48.4912659,9.2126659,apartments,residential
way,44732254,48.4951004,9.2120778,detached,residential
way,44732257,48.4958281,9.2124392,apartments,residential
way,44732258,48.4955682,9.213129,apartments,residential
way,44732259,48.4954533,9.2129178,apartments,residential
way,44732271,48.4987112,9.2129521,house,residential
way,44732272,48.4992525,9.2140201,house,residential
way,44732273,48.4994365,9.2140518,house,residential
way,44732274,48.4993716,9.2136472,house,residential
way,44732275,48.4973762,9.213412,apartments,residential
way,44732276,48.4976235,9.2134848,apartments,residential
way,44732277,48.4980499,9.213752,apartments,residential
way,44732278,48.4978195,9.2138435,apartments,residential
way,44820518,48.5034505,9.200606,apartments,residential
way,44820520,48.5037002,9.2003143,house,residential
way,44820526,48.500415,9.2026238,apartments,residential
way,45619923,48.4928584,9.2008872,apartments,residential
way,45619937,48.4943118,9.2010503,apartments,residential
way,45619938,48.4948852,9.2008215,apartments,residential
way,45619942,48.4945231,9.1962362,apartments,residential
way,45619943,48.4945498,9.1961587,apartments,residential
way,45619970,48.4945064,9.2005122,apartments,residential
way,45619971,48.4944448,9.2007286,apartments,residential
way,45619974,48.495391,9.1987867,apartments,residential
way,45619975,48.4957269,9.1984949,apartments,residential
way,45619977,48.4963432,9.2000639,apartments,residential
way,45619978,48.4963424,9.2004297,apartments,residential
way,45620040,48.4959569,9.2030361,apartments,residential
way,45620047,48.4956747,9.2032615,apartments,residential
way,45620068,48.4957108,9.2030682,apartments,residential
way,45620310,48.4937034,9.2036,apartments,residential
way,45620318,48.4953834,9.2039032,house,residential
way,45623623,48.4978077,9.1964232,apartments,residential
way,45623626,48.497894,9.196896,apartments,residential
way,46095278,48.4991873,9.1869417,apartments,residential
way,46095279,48.499238,9.1856703,detached,residential
way,46095280,48.4991965,9.1859312,detached,residential
way,46095282,48.4965079,9.1876435,apartments,residential
way,46095287,48.4988133,9.1866528,detached,residential
way,46095288,48.4989204,9.1869006,apartments,residential
way,46095290,48.4990039,9.1864555,detached,residential
way,46095291,48.4966922,9.1876302,apartments,residential
way,46095301,48.4998515,9.18909,apartments,residential
way,46095382,48.5025972,9.1839986,apartments,residential
way,46095393,48.5019868,9.1856168,apartments,residential
way,46095394,48.5018906,9.1859906,apartments,residential
way,46095397,48.5027866,9.1845733,apartments,residential
way,46095398,48.5020095,9.1853243,apartments,residential
way,46095399,48.502524,9.1863929,detached,residential
way,46095400,48.5025447,9.1860319,detached,residential
way,46095401,48.5026601,9.1855652,apartments,residential
way,46095402,48.5021984,9.1872023,detached,residential
way,46095409,48.5028078,9.1893554,apartments,residential
way,46095410,48.5024339,9.1894959,apartments,residential
way,46095413,48.5030982,9.1889904,detached,residential
way,46095417,48.5026624,9.1875461,detached,residential
way,46095421,48.5025814,9.1913897,apartments,residential
way,46095443,48.5039656,9.1931544,apartments,residential
way,46648453,48.4867678,9.1863459,apartments,residential
way,46648454,48.4868028,9.1861796,apartments,residential
way,46648456,48.4873949,9.186765,apartments,residential
way,46651026,48.4881186,9.1902464,apartments,residential
way,46651027,48.4882683,9.1907326,apartments,residential
way,46651028,48.4882925,9.1892522,apartments,residential
way,46651029,48.4880852,9.1895796,apartments,residential
way,46651048,48.4870841,9.1870077,apartments,residential
way,46651059,48.4880357,9.1874724,apartments,residential
way,46651060,48.4878384,9.1874976,apartments,residential
way,46651071,48.4882003,9.1889141,apartments,residential
way,46651075,48.4879161,9.1907507,apartments,residential
way,46651077,48.4876612,9.1910229,apartments,residential
way,46651079,48.4871973,9.1902667,house,residential
way,46651083,48.4883456,9.188857,apartments,residential
way,46651084,48.4884433,9.1891826,apartments,residential
way,46651085,48.488761,9.1887868,apartments,residential
way,46651086,48.4889319,9.189113,apartments,residential
way,46651087,48.4887962,9.1896921,house,residential
way,46651088,48.4885445,9.1888408,apartments,residential
way,46651089,48.4886013,9.1891605,apartments,residential
way,46651090,48.4887118,9.1891925,apartments,residential
way,46651092,48.488504,9.1877625,apartments,residential
way,46651735,48.4919105,9.1991427,apartments,residential
way,46651736,48.4919324,9.1992369,apartments,residential
way,46705387,48.4898979,9.2026133,apartments,residential
way,46837403,48.491118,9.2032743,apartments,residential
way,46837405,48.4910206,9.2030755,apartments,residential
way,46883952,48.4871569,9.1859454,apartments,residential
way,46883953,48.4909334,9.1930736,detached,residential
way,46889873,48.4895016,9.2132622,apartments,residential
way,46889877,48.4893791,9.2133717,apartments,residential
way,46963687,48.4966591,9.2112376,apartments,residential
way,46963689,48.4978708,9.2116905,apartments,residential
way,46963694,48.4977821,9.2133107,house,residential
way,46963695,48.4979385,9.2134082,house,residential
way,46963696,48.4985944,9.2133867,house,residential
way,46963697,48.4987565,9.2135184,house,residential
way,46963698,48.4989191,9.213616,house,residential
way,46963699,48.4990899,9.2140748,apartments,residential
way,46963700,48.4988682,9.2140482,house,residential
way,47659355,48.4994387,9.2064311,house,residential
way,47659357,48.4979532,9.2043279,detached,residential
way,47659358,48.4991592,9.2038138,detached,residential
way,47659360,48.4967112,9.2049675,apartments,residential
way,47659364,48.4985297,9.2046777,apartments,residential
way,47659365,48.4990756,9.2062982,house,residential
way,47659367,48.5005678,9.2051846,apartments,residential
way,47659370,48.4998286,9.2058496,apartments,residential
way,47659372,48.500008,9.2051559,apartments,residential
way,47659373,48.4999103,9.2054969,apartments,residential
way,47659375,48.4999209,9.2048137,detached,residential
way,47659378,48.5001523,9.2050225,apartments,residential
way,47659379,48.49967,9.2052068,detached,residential
way,47659380,48.4997516,9.2054854,apartments,residential
way,47659381,48.4996508,9.2056029,apartments,residential
way,47659382,48.4999104,9.2057131,apartments,residential
way,47659384,48.5000415,9.2055577,apartments,residential
way,47659385,48.5001348,9.2054391,house,residential
way,47659386,48.5001501,9.205354,apartments,residential
way,47659387,48.5001685,9.2057504,house,residential
way,47659389,48.5003461,9.2054974,apartments,residential
way,47659390,48.5004289,9.2053632,apartments,residential
way,47659391,48.4999455,9.2060961,house,residential
way,47659393,48.5002974,9.2051566,apartments,residential
way,47659394,48.5007854,9.2054269,apartments,residential
way,47659395,48.4992711,9.2068512,house,residential
way,47659397,48.499465,9.206577,house,residential
way,47659398,48.4992764,9.2067134,apartments,residential
way,47702428,48.4988607,9.2041962,detached,residential
way,47702438,48.5033284,9.207839,detached,residential
way,47702442,48.5027501,9.2076452,apartments,residential
way,47702443,48.5028417,9.2078198,apartments,residential
way,47702444,48.5029435,9.2080097,detached,residential
way,47702445,48.5030597,9.2082715,apartments,residential
way,47702447,48.5031535,9.207745,detached,residential
way,47812349,48.4938104,9.2126021,apartments,residential
way,47812350,48.4936006,9.2099135,apartments,residential
way,47812352,48.4935933,9.2130882,apartments,residential
way,47812354,48.4927688,9.2085901,apartments,residential
way,47812363,48.4924006,9.21149,apartments,residential
way,47812364,48.4924643,9.2114466,apartments,residential
way,47812369,48.4915341,9.2143583,apartments,residential
way,47812373,48.4927133,9.2133483,house,residential
way,47812375,48.4929631,9.2129952,apartments,residential
way,47812377,48.4930291,9.2128364,apartments,residential
way,47812378,48.492605,9.213138,apartments,residential
way,47812380,48.4925699,9.2127827,apartments,residential
way,47812382,48.4926358,9.2127046,apartments,residential
way,47812387,48.4943701,9.2121108,apartments,residential
way,47812388,48.4939848,9.2120873,apartments,residential
way,47812389,48.4944772,9.2096655,apartments,residential
way,47812391,48.4944879,9.2113742,apartments,residential
way,47812392,48.4943542,9.2110512,house,residential
way,47812393,48.4941344,9.2116375,apartments,residential
way,47812396,48.4945552,9.2110629,apartments,residential
way,47812399,48.4938005,9.2132489,apartments,residential
way,47812400,48.4943709,9.2143402,apartments,residential
way,47812402,48.4941123,9.2124812,apartments,residential
way,47812404,48.4941618,9.2126259,apartments,residential
way,47812406,48.4937853,9.2121032,apartments,residential
way,47813275,48.4924162,9.2139189,apartments,residential
way,47893570,48.4937633,9.2112255,apartments,residential
way,47893571,48.4935861,9.2112342,apartments,residential
way,47893573,48.4935323,9.2118685,apartments,residential
way,47893577,48.4930738,9.2124761,apartments,residential
way,47893581,48.494752,9.2143598,apartments,residential
way,47893582,48.4946253,9.2146964,apartments,residential
way,47973453,48.4923955,9.2117555,apartments,residential
way,47980669,48.4870478,9.2035941,detached,residential
way,47980688,48.4870395,9.2038717,detached,residential
way,47980690,48.4871306,9.2043687,detached,residential
way,48817636,48.4923268,9.2140313,apartments,residential
way,48817637,48.4923184,9.2144396,apartments,residential
way,48817641,48.4921967,9.2146098,apartments,residential
way,48817643,48.4913724,9.214289,apartments,residential
way,48924768,48.4936993,9.2184423,apartments,residential
way,48924770,48.4938259,9.2176269,apartments,residential
way,48924771,48.4926753,9.2177863,apartments,residential
way,48924772,48.492869,9.2170904,apartments,residential
way,48924773,48.4932337,9.2171369,apartments,residential
way,48924774,48.4936906,9.2174378,apartments,residential
way,48924776,48.4930267,9.2180252,apartments,residential
way,48924777,48.4932094,9.2183404,apartments,residential
way,48924778,48.4932781,9.2186555,apartments,residential
way,48924779,48.4934177,9.2188975,apartments,residential
way,48924781,48.4927939,9.2179669,apartments,residential
way,48924789,48.4939818,9.2175828,apartments,residential
way,48924797,48.4945396,9.2188938,apartments,residential
way,48924799,48.4941169,9.2177719,apartments,residential
way,48925638,48.4922911,9.2150145,apartments,residential
way,48925641,48.4924221,9.2162233,apartments,residential
way,48925644,48.4923619,9.2154269,apartments,residential
way,48925646,48.4920508,9.2153907,apartments,residential
way,48925649,48.4918315,9.2158744,apartments,residential
way,48925652,48.4930955,9.2162496,apartments,residential
way,48925653,48.4928622,9.2164312,apartments,residential
way,48925658,48.4926235,9.2158338,apartments,residential
way,48925660,48.4925796,9.2172188,apartments,residential
way,48965575,48.4978988,9.2175551,house,residential
way,48965577,48.498016,9.2173418,house,residential
way,48965583,48.4951049,9.2167754,apartments,residential
way,48965604,48.49525,9.2169861,apartments,residential
way,48965605,48.4952496,9.2171487,apartments,residential
way,48965620,48.4957112,9.2202808,apartments,residential
way,48965621,48.4950974,9.2195801,apartments,residential
way,48965622,48.4955864,9.2201274,apartments,residential
way,48965625,48.4961445,9.2187758,apartments,residential
way,48965626,48.4958097,9.2191231,apartments,residential
way,48965627,48.4954638,9.2186463,apartments,residential
way,48965628,48.4958792,9.2200039,house,residential
way,48965632,48.4954219,9.2193687,apartments,residential
way,48965633,48.4957399,9.2198186,apartments,residential
way,48965634,48.495638,9.2196721,apartments,residential
way,48965635,48.4955334,9.2195201,apartments,residential
way,48965636,48.4952925,9.2191937,apartments,residential
way,48965637,48.4951979,9.2198009,apartments,residential
way,48965638,48.4954388,9.2199303,apartments,residential
way,48965639,48.4959563,9.2193492,apartments,residential
way,48965640,48.4961308,9.2195892,house,residential
way,48965641,48.4960094,9.2197879,house,residential
way,49177602,48.49083,9.2220591,apartments,residential
way,49177607,48.4904287,9.2183999,apartments,residential
way,49177610,48.4905903,9.2181454,apartments,residential
way,49177618,48.4905018,9.2216729,apartments,residential
way,49177619,48.4904832,9.2212881,apartments,residential
way,49177623,48.4910786,9.2199678,apartments,residential
way,49177624,48.4912491,9.2200536,apartments,residential
way,49177625,48.4911868,9.2197986,apartments,residential
way,49177627,48.4913828,9.2194768,apartments,residential
way,49177629,48.4917472,9.2189252,apartments,residential
way,49177630,48.491839,9.2195332,apartments,residential
way,49177631,48.4918884,9.2198002,apartments,residential
way,49177632,48.4920733,9.2195744,apartments,residential
way,49177634,48.4914571,9.219361,apartments,residential
way,49180678,48.4893193,9.2162892,apartments,residential
way,49180680,48.4889384,9.2155802,apartments,residential
way,49180681,48.4888066,9.215593,apartments,residential
way,49180682,48.4888173,9.2154248,apartments,residential
way,49180686,48.4887336,9.2153183,apartments,residential
way,49180694,48.4899113,9.2163798,residential,residential
way,49180695,48.4898507,9.216339,residential,residential
way,49180696,48.4896662,9.2162188,residential,residential
way,49180697,48.4896662,9.2162188,residential,residential
way,49180704,48.4895645,9.2190239,apartments,residential
way,49180706,48.4895383,9.2196543,apartments,residential
way,49180707,48.4895935,9.2197366,apartments,residential
way,49180710,48.4887598,9.218453,apartments,residential
way,49180711,48.4885754,9.2189789,apartments,residential
way,49180713,48.4891595,9.2177933,apartments,residential
way,49180714,48.4888502,9.2180549,apartments,residential
way,49180715,48.4890539,9.2185194,apartments,residential
way,49180716,48.4890817,9.2185561,apartments,residential
way,49180717,48.4892837,9.2188549,apartments,residential
way,49180718,48.4893945,9.2190177,apartments,residential
way,49180719,48.4891155,9.2190412,apartments,residential
way,49180720,48.4891942,9.219158,apartments,residential
way,49180721,48.4893331,9.2193575,apartments,residential
way,49180722,48.4893088,9.2194924,apartments,residential
way,49180724,48.4895859,9.2192939,apartments,residential
way,49180725,48.4897894,9.2195846,apartments,residential
way,49180726,48.4899735,9.2198511,apartments,residential
way,49285773,48.4936645,9.2117483,apartments,residential
way,49285775,48.4938054,9.2115928,apartments,residential
way,49285778,48.4933302,9.2119915,apartments,residential
way,49285780,48.4932333,9.2120974,apartments,residential
way,49285781,48.4933855,9.2119458,apartments,residential
way,49285782,48.4934317,9.2118875,apartments,residential
way,49285783,48.4933938,9.2116293,apartments,residential
way,49285784,48.4933748,9.2121451,apartments,residential
way,49285791,48.4943179,9.2147668,apartments,residential
way,49285797,48.4940372,9.2125445,apartments,residential
way,49285798,48.4941337,9.2121441,apartments,residential
way,49436182,48.5011208,9.2152187,apartments,residential
way,49436204,48.5031251,9.2161137,house,residential
way,49436206,48.5024564,9.2173695,apartments,residential
way,49436207,48.5030743,9.216838,house,residential
way,49436792,48.4905824,9.2219308,apartments,residential
way,49436793,48.4905239,9.2222286,apartments,residential
way,49436794,48.4907348,9.2222632,apartments,residential
way,49512515,48.4931338,9.216653,apartments,residential
way,49512516,48.4930231,9.2170557,apartments,residential
way,49512519,48.4946343,9.217327,apartments,residential
way,49512528,48.4941253,9.2160633,apartments,residential
way,49512530,48.4938821,9.2158979,apartments,residential
way,49512531,48.4940897,9.2153341,apartments,residential
way,49512549,48.494658,9.2168853,apartments,residential
way,49512553,48.494911,9.216488,apartments,residential
way,49512554,48.4946831,9.2172669,apartments,residential
way,49512555,48.4948702,9.2169535,apartments,residential
way,49591169,48.4950854,9.2189234,apartments,residential
way,49591172,48.494491,9.2178006,apartments,residential
way,49591173,48.4949278,9.2186344,apartments,residential
way,49591175,48.4946297,9.218181,apartments,residential
way,49591179,48.4947065,9.2188676,apartments,residential
way,49591182,48.495202,9.2187161,apartments,residential
way,49591183,48.4953748,9.2183545,apartments,residential
way,49591184,48.4954883,9.2181614,apartments,residential
way,49591790,48.4909972,9.2163189,apartments,residential
way,49591792,48.4909443,9.2159381,apartments,residential
way,49591796,48.490511,9.2160445,apartments,residential
way,49591799,48.4904312,9.2157428,apartments,residential
way,49591800,48.490284,9.2153314,apartments,residential
way,49591801,48.4908552,9.2165128,apartments,residential
way,49591803,48.4902932,9.2162319,apartments,residential
way,49591806,48.4912064,9.2160239,apartments,residential
way,49591808,48.4913315,9.2158482,apartments,residential
way,49591809,48.491359,9.2158013,apartments,residential
way,49606349,48.4918565,9.2175173,detached,residential
way,49606354,48.4908976,9.2146783,apartments,residential
way,49606355,48.4910279,9.2149643,apartments,residential
way,49606361,48.4904848,9.2153717,apartments,residential
way,49606363,48.4903825,9.2151804,apartments,residential
way,49606364,48.4903531,9.2148609,apartments,residential
way,49606366,48.490512,9.2149067,apartments,residential
way,49606367,48.490928,9.2151175,apartments,residential
way,49606371,48.4911618,9.2145582,apartments,residential
way,49606378,48.4911153,9.2144917,apartments,residential
way,49606379,48.4916558,9.2173379,detached,residential
way,49606380,48.4915724,9.2172393,apartments,residential
way,49606382,48.4913972,9.2170078,apartments,residential
way,49612221,48.4902068,9.2147119,apartments,residential
way,49612222,48.4902185,9.21472,house,residential
way,49612225,48.4903337,9.2172535,apartments,residential
way,49612226,48.4902616,9.2169437,apartments,residential
way,49612228,48.4902387,9.2148955,apartments,residential
way,49612234,48.4901764,9.2154505,apartments,residential
way,49612236,48.4901911,9.215145,apartments,residential
way,49612237,48.4901633,9.2153935,apartments,residential
way,49612238,48.4901842,9.2152202,apartments,residential
way,49612240,48.4901428,9.2170402,apartments,residential
way,49612241,48.4900652,9.2171554,apartments,residential
way,49612242,48.4903337,9.217212,apartments,residential
way,49612246,48.4915072,9.214801,house,residential
way,49612251,48.4914523,9.214885,house,residential
way,49612252,48.4914595,9.2149908,house,residential
way,49612254,48.4913886,9.2150983,apartments,residential
way,50201942,48.4915912,9.2185047,apartments,residential
way,50201943,48.4917584,9.2183424,apartments,residential
way,50201944,48.4911963,9.2186874,apartments,residential
way,50201952,48.4919953,9.2175639,semidetached_house,residential
way,50201953,48.492007,9.2178709,apartments,residential
way,50201957,48.4920493,9.2176394,semidetached_house,residential
way,50201959,48.4919255,9.2182738,apartments,residential
way,50201960,48.4918758,9.2186901,apartments,residential
way,50201965,48.4927047,9.2186106,apartments,residential
way,50206134,48.4924101,9.2215921,apartments,residential
way,50206137,48.4926569,9.2219008,apartments,residential
way,50206138,48.4925627,9.2211281,apartments,residential
way,50206139,48.49244,9.2212523,apartments,residential
way,50586232,48.4915055,9.2121874,apartments,residential
way,50586240,48.4917126,9.2119341,apartments,residential
way,50586247,48.4912209,9.2115305,apartments,residential
way,50586248,48.491255,9.2117134,apartments,residential
way,50586249,48.4911428,9.211605,apartments,residential
way,50586255,48.4912083,9.2125601,apartments,residential
way,50586258,48.4912279,9.2121894,apartments,residential
way,50586260,48.4916322,9.2127151,apartments,residential
way,50915701,48.4893366,9.2082627,apartments,residential
way,50915712,48.4897534,9.2093902,apartments,residential
way,50922667,48.4893545,9.2135986,apartments,residential
way,51096705,48.4881615,9.2224275,apartments,residential
way,51096706,48.4882608,9.2217691,apartments,residential
way,51096712,48.4878813,9.2215671,apartments,residential
way,51096714,48.4889417,9.2229573,apartments,residential
way,51096715,48.4898808,9.2230509,apartments,residential
way,51096722,48.4894966,9.2225214,apartments,residential
way,51096730,48.4883174,9.2216744,house,residential
way,51096731,48.488633,9.2217385,apartments,residential
way,51096732,48.4889456,9.2221779,apartments,residential
way,51096735,48.4889115,9.2216909,apartments,residential
way,51096737,48.488579,9.2212223,house,residential
way,51096738,48.4884732,9.2210728,house,residential
way,51096745,48.4884632,9.2207112,house,residential
way,51096746,48.4883807,9.2206032,house,residential
way,51096750,48.4884408,9.2214687,house,residential
way,51096751,48.4884104,9.2215193,house,residential
way,51096752,48.4883792,9.2215714,house,residential
way,51096753,48.488348,9.2216234,house,residential
way,51096755,48.4887331,9.2214476,apartments,residential
way,51096764,48.4892286,9.2209811,apartments,residential
way,51096765,48.4894997,9.2209336,apartments,residential
way,51096766,48.4893639,9.2209375,apartments,residential
way,51096767,48.4894496,9.2206241,apartments,residential
way,51096768,48.4892244,9.2205572,apartments,residential
way,51096770,48.4883434,9.2226762,apartments,residential
way,51096771,48.4888168,9.2223883,apartments,residential
way,51096772,48.4883454,9.2221643,apartments,residential
way,51096773,48.4886174,9.2225487,apartments,residential
way,51096774,48.4885687,9.2223078,apartments,residential
way,51096775,48.4884914,9.2219395,apartments,residential
way,51096776,48.4887112,9.2229501,apartments,residential
way,51096777,48.4886186,9.2219557,apartments,residential
way,51096779,48.489245,9.2225558,apartments,residential
way,51096780,48.4891129,9.2227848,apartments,residential
way,51096781,48.4890121,9.2218338,apartments,residential
way,51096784,48.4897472,9.2217809,apartments,residential
way,51096785,48.489861,9.2215988,apartments,residential
way,51096786,48.4898067,9.2205344,apartments,residential
way,51096787,48.4897808,9.2207026,apartments,residential
way,51096788,48.4896303,9.220743,apartments,residential
way,51096789,48.4899458,9.2206581,apartments,residential
way,51096791,48.4899666,9.2214318,apartments,residential
way,51096792,48.4897207,9.2223789,apartments,residential
way,51096793,48.4898021,9.2225375,apartments,residential
way,51096794,48.4900197,9.2228053,apartments,residential
