poi_id,x,y
105354134,208.363383,393.053117
105354134,210.479692,387.530925
105354134,220.996741,391.613116
105354134,220.682984,392.454715
105354134,222.759491,393.342975
105354134,220.918776,397.835245
105354134,208.363383,393.053117
105354135,189.514184,410.633918
105354135,199.685585,415.346951
105354135,193.956719,430.197128
105354135,183.842043,425.894564
105354135,186.1187,419.957045
105354135,189.514184,410.633918
105354430,187.259767,456.074284
105354430,202.557029,462.063543
105354430,209.711985,442.696994
105354430,194.497762,437.084194
105354430,187.259767,456.074284
105733616,410.752976,478.361602
105733616,410.557871,480.86969
105733616,410.363014,483.3889
105733616,408.868043,483.31102
105733616,388.709727,481.502475
105733616,379.637209,480.692579
105733616,373.890035,480.164474
105733616,372.060406,479.993935
105733616,364.911245,479.296873
105733616,357.508065,475.434107
105733616,360.052495,470.536693
105733616,360.52656,470.793163
105733616,362.842472,465.388985
105733616,369.093016,468.698878
105733616,372.989723,469.034649
105733616,394.281034,470.817817
105733616,394.858973,463.571908
105733616,395.458831,456.091828
105733616,395.654427,453.605983
105733616,396.851157,453.70165
105733616,409.293838,454.669971
105733616,411.219445,454.882891
105733616,412.724439,455.105208
105733616,412.501946,457.60278
105733616,412.279951,460.122596
105733616,410.790762,460.000076
105733616,410.529155,463.17731
105733616,410.443965,464.225216
105733616,409.760711,472.530606
105733616,409.284394,478.249749
105733616,410.752976,478.361602
105733627,351.200417,480.805103
105733627,351.11439,481.207623
105733627,349.882038,481.94734
105733627,348.978155,485.539533
105733627,347.251354,485.110768
105733627,334.501212,481.923941
105733627,334.296448,481.87288
105733627,337.042703,476.5926
105733627,337.296945,476.731577
105733627,339.659357,472.194307
105733627,344.748937,462.43283
105733627,360.052495,470.536693
105733627,357.508065,475.434107
105733627,354.313462,473.71395
105733627,352.563283,474.365091
105733627,350.016874,479.173531
105733627,350.947668,480.732859
105733627,351.200417,480.805103
105733629,232.191013,483.900581
105733629,232.932141,485.475259
105733629,254.582464,490.866289
105733629,258.974846,490.300664
105733629,260.638972,486.713701
105733629,260.279252,485.197253
105733629,238.574694,473.742814
105733629,232.191013,483.900581
105733631,338.942548,499.640092
105733631,333.665793,496.775831
105733631,331.862737,496.882905
105733631,331.970394,497.448011
105733631,331.179648,497.599221
105733631,330.928425,496.380791
105733631,330.301913,494.770154
105733631,329.360033,493.322355
105733631,328.775506,492.678889
105733631,334.501212,481.923941
105733631,347.251354,485.110768
105733631,346.283614,486.757042
105733631,343.105317,485.158933
105733631,340.81661,489.349595
105733631,343.857485,490.872881
105733631,340.999526,495.710546
105733631,338.942548,499.640092
105733640,357.936624,461.20334
105733640,358.336697,463.008212
105733640,362.842472,465.388985
105733640,360.52656,470.793163
105733640,360.114546,470.579817
105733640,344.748937,462.43283
105733640,344.481126,462.294156
105733640,348.835699,453.96233
105733640,353.196823,445.619234
105733640,353.457849,445.758059
105733640,364.360156,451.601242
105733640,360.20567,459.472346
105733640,358.731218,459.705598
105733640,357.936624,461.20334
105733646,309.466914,518.248058
105733646,301.789914,516.405612
105733646,301.660204,516.675577
105733646,299.080685,516.054472
105733646,296.41926,515.412944
105733646,296.475341,515.189136
105733646,296.76104,514.003211
105733646,296.966052,514.065392
105733646,299.704848,502.687279
105733646,299.957846,502.770643
105733646,308.248412,504.7329
105733646,311.267865,498.923493
105733646,311.954722,499.286477
105733646,321.914876,504.583117
105733646,320.173742,507.459607
105733646,315.745412,520.077275
105733646,309.378404,518.539357
105733646,309.466914,518.248058
105733654,360.619466,431.521469
105733654,363.418811,426.184382
105733654,363.625566,426.324421
105733654,365.306739,427.444129
105733654,378.611148,436.293775
105733654,375.756278,441.576456
105733654,372.129788,439.665639
105733654,370.33136,440.284469
105733654,364.360156,451.601242
105733654,353.457849,445.758059
105733654,358.541697,436.041237
105733654,360.85286,431.638657
105733654,360.619466,431.521469
105733909,222.688972,479.973702
105733909,212.133514,494.486764
105733909,198.907169,491.255307
105733909,185.680806,488.023885
105733909,196.137061,465.745847
105733909,201.781145,468.03423
105733909,197.12796,476.962648
105733909,197.849681,478.882714
105733909,203.987367,480.481261
105733909,204.893006,480.004755
105733909,205.323139,480.117533
105733909,205.865308,477.957752
105733909,207.332838,478.325504
105733909,206.797453,480.485133
105733909,207.268539,480.608122
105733909,207.795015,481.386406
105733909,210.253697,482.065808
105733909,210.394483,481.684315
105733909,210.604105,481.345793
105733909,210.868745,481.039422
105733909,211.189152,480.798569
105733909,211.544723,480.612568
105733909,211.928924,480.492693
105733909,212.382708,480.449154
105733909,212.838732,480.505715
105733909,213.276147,480.640586
105733909,213.668313,480.876618
105733909,214.0077,481.180599
105733909,214.273957,481.552982
105733909,217.330282,476.788693
105733909,222.688972,479.973702
105733910,179.84954,469.793711
105733910,178.409401,473.07524
105733910,177.486085,472.762079
105733910,177.193191,473.62547
105733910,177.891576,474.199603
105733910,178.473323,473.808238
105733910,180.392837,474.355035
105733910,180.8834,472.619259
105733910,182.809698,473.165905
105733910,182.319134,474.901681
105733910,181.260386,474.602678
105733910,181.367314,475.134415
105733910,184.748572,476.093599
105733910,186.328008,474.789684
105733910,188.132125,470.787836
105733910,187.007837,469.077081
105733910,181.676311,466.803974
105733910,181.849273,466.343867
105733910,180.235537,465.812479
105733910,179.379319,467.890272
105733910,179.84954,469.793711
109089263,1202.916169,520.896303
109089263,1204.636789,538.495427
109089263,1206.377055,538.312173
109089263,1207.526835,551.595312
109089263,1206.864231,551.710156
109089263,1205.543694,558.883377
109089263,1211.17409,559.971422
109089263,1219.716333,523.41692
109089263,1219.112071,522.796045
109089263,1219.832171,520.37651
109089263,1217.33382,520.654463
109089263,1216.865483,520.041702
109089263,1202.916169,520.896303
109089264,1185.00952,553.25201
109089264,1190.647945,553.171453
109089264,1190.637337,552.6932
109089264,1196.025497,552.651583
109089264,1196.035364,553.096469
109089264,1201.362962,553.078457
109089264,1199.716833,535.166107
109089264,1198.469451,534.314691
109089264,1185.543567,535.102134
109089264,1184.185547,536.300658
109089264,1185.00952,553.25201
12688199,383.192472,649.208768
12688199,383.085378,650.490846
12688199,386.977816,651.249571
12688199,389.288109,651.064414
12688199,391.454847,650.225933
12688199,393.428557,648.64621
12688199,394.806684,646.534539
12688199,395.465057,644.105119
12688199,395.744505,640.816207
12688199,394.645352,640.529191
12688199,396.226378,622.589411
12688199,394.766436,622.254817
12688199,395.290448,616.545732
12688199,393.262649,616.312848
12688199,393.840011,610.257612
12688199,395.893457,610.423156
12688199,396.184166,607.334291
12688199,394.203353,607.078102
12688199,394.755174,601.702225
12688199,396.71191,601.792038
12688199,397.058207,598.457121
12688199,395.119336,598.255633
12688199,396.692759,582.708478
12688199,398.636432,582.820838
12688199,400.587339,562.903198
12688199,398.36835,560.493556
12688199,387.847646,558.046854
12688199,384.273979,557.281003
12688199,384.059277,556.785054
12688199,383.66603,555.892499
12688199,375.074357,553.814443
12688199,373.573399,559.845811
12688199,371.225548,561.389391
12688199,372.586545,563.673535
12688199,372.974325,564.321403
12688199,375.444783,567.960587
12688199,352.878575,583.821149
12688199,344.798246,589.131634
12688199,323.480386,603.139491
12688199,330.21065,613.037328
12688199,328.664552,617.956952
12688199,327.396788,617.718232
12688199,326.910418,619.643069
12688199,318.87947,617.140853
12688199,316.401417,618.019711
12688199,313.899047,626.310159
12688199,314.801269,627.502904
12688199,315.434307,629.102266
12688199,336.662347,635.371037
12688199,337.212687,633.87875
12688199,365.639538,642.167744
12688199,365.238611,643.968263
12688199,370.732741,645.937479
12688199,383.192472,649.208768
130777430,857.973462,71.879958
130777430,857.524442,71.834309
130777430,856.972308,77.833263
130777430,878.799204,79.829227
130777430,882.199225,42.86548
130777430,868.146549,41.575651
130777430,867.643089,47.017139
130777430,862.820666,46.579152
130777430,862.186791,53.481262
130777430,866.920761,53.910088
130777430,865.571028,68.606343
130777430,858.333908,67.943882
130777430,857.973462,71.879958
