poi_id,x,y,edge_id
105354134,220.996741,391.613116,1158894403
105354134,220.682984,392.454715,1158894403
105354134,222.759491,393.342975,1158894403
105354134,220.918776,397.835245,1158894403
105354134,208.363383,393.053117,1158894403
105354135,189.514184,410.633918,31112516#2
105354135,199.685585,415.346951,1158894401
105354135,193.956719,430.197128,1158894400
105354135,183.842043,425.894564,1158894400
105354135,186.1187,419.957045,-1158894400
105354135,189.514184,410.633918,31112516#2
105354430,187.259767,456.074284,31112516#3
105354430,202.557029,462.063543,1296244125
105354430,209.711985,442.696994,1158894400
105354430,194.497762,437.084194,1158894400
105354430,187.259767,456.074284,31112516#3
105733616,410.752976,478.361602,1087301095#3
105733616,410.557871,480.86969,1087301095#3
105733616,410.363014,483.3889,1087301095#3
105733616,408.868043,483.31102,1087301095#3
105733616,388.709727,481.502475,1186964815
105733616,379.637209,480.692579,1186964815
105733616,373.890035,480.164474,1186964815
105733616,372.060406,479.993935,1186964814
105733616,364.911245,479.296873,1186964814
105733616,357.508065,475.434107,1186964814
105733616,360.052495,470.536693,1186964814
105733616,360.52656,470.793163,1186964814
105733616,362.842472,465.388985,1186964814
105733616,369.093016,468.698878,1186964815
105733616,372.989723,469.034649,1186964815
105733616,394.281034,470.817817,1186964815
105733616,394.858973,463.571908,1186964815
105733616,395.458831,456.091828,1186964815
105733616,395.654427,453.605983,1186964815
105733616,396.851157,453.70165,1186964815
105733616,409.293838,454.669971,1186964815
105733616,411.219445,454.882891,1186964815
105733616,412.724439,455.105208,1087301095#4
105733616,412.501946,457.60278,1186964815
105733616,412.279951,460.122596,1087301095#3
105733616,410.790762,460.000076,1186964815
105733616,410.529155,463.17731,1087301095#3
105733616,410.443965,464.225216,1087301095#3
105733616,409.760711,472.530606,1087301095#3
105733616,409.284394,478.249749,1087301095#3
105733616,410.752976,478.361602,1087301095#3
105733627,351.200417,480.805103,1186964814
105733627,351.11439,481.207623,1186964814
105733627,349.882038,481.94734,1186964814
105733627,348.978155,485.539533,1186964814
105733627,347.251354,485.110768,1087301096#1
105733627,334.501212,481.923941,1087301096#1
105733627,334.296448,481.87288,1087301096#1
105733627,337.042703,476.5926,1087301096#1
105733627,337.296945,476.731577,1087301096#1
105733627,339.659357,472.194307,1087301096#1
105733627,344.748937,462.43283,1087301096#1
105733627,360.052495,470.536693,1186964814
105733627,357.508065,475.434107,1186964814
105733627,354.313462,473.71395,1186964814
105733627,352.563283,474.365091,1186964814
105733627,350.016874,479.173531,1186964814
105733627,350.947668,480.732859,1186964814
105733627,351.200417,480.805103,1186964814
105733629,232.191013,483.900581,1296244125
105733629,232.932141,485.475259,1296244125
105733629,254.582464,490.866289,1330093091#1
105733629,258.974846,490.300664,-176043794#0
105733629,260.638972,486.713701,-176043794#0
105733629,260.279252,485.197253,-131505631
105733629,238.574694,473.742814,1296244125
105733629,232.191013,483.900581,1296244125
105733631,338.942548,499.640092,-1134722783#0
105733631,333.665793,496.775831,-1134722783#0
105733631,331.862737,496.882905,-1134722783#0
105733631,331.970394,497.448011,-1134722783#0
105733631,331.179648,497.599221,-1134722783#0
105733631,330.928425,496.380791,-1134722783#0
105733631,330.301913,494.770154,1087301096#1
105733631,329.360033,493.322355,1087301096#1
105733631,328.775506,492.678889,1087301096#1
105733631,334.501212,481.923941,1087301096#1
105733631,347.251354,485.110768,1087301096#1
105733631,346.283614,486.757042,1087301096#1
105733631,343.105317,485.158933,1087301096#1
105733631,340.81661,489.349595,1087301096#1
105733631,343.857485,490.872881,1087301096#1
105733631,340.999526,495.710546,1087301096#1
105733631,338.942548,499.640092,-1134722783#0
105733640,357.936624,461.20334,1186964815
105733640,358.336697,463.008212,1186964814
105733640,362.842472,465.388985,1186964814
105733640,360.52656,470.793163,1186964814
105733640,360.114546,470.579817,1186964814
105733640,344.748937,462.43283,1087301096#1
105733640,344.481126,462.294156,1087301096#1
105733640,348.835699,453.96233,1087301096#1
105733640,353.196823,445.619234,1087301096#1
105733640,353.457849,445.758059,1087301096#1
105733640,364.360156,451.601242,1186964815
105733640,360.20567,459.472346,1186964815
105733640,358.731218,459.705598,1186964815
105733640,357.936624,461.20334,1186964815
105733646,309.466914,518.248058,1087301095#1
105733646,301.789914,516.405612,1087301095#1
105733646,301.660204,516.675577,1087301095#1
105733646,299.080685,516.054472,1087301095#1
105733646,296.41926,515.412944,1087301095#1
105733646,296.475341,515.189136,1087301095#1
105733646,296.76104,514.003211,1087301095#1
105733646,296.966052,514.065392,1087301095#1
105733646,299.704848,502.687279,1134722780#0
105733646,299.957846,502.770643,1134722780#0
105733646,308.248412,504.7329,-1134722780#0
105733646,311.267865,498.923493,-1134722780#0
105733646,311.954722,499.286477,-1134722780#0
105733646,321.914876,504.583117,1134722783#0
105733646,320.173742,507.459607,1134722783#0
105733646,315.745412,520.077275,1087301095#1
105733646,309.378404,518.539357,1087301095#1
105733646,309.466914,518.248058,1087301095#1
105733654,360.619466,431.521469,1087301096#1
105733654,363.418811,426.184382,1087301096#1
105733654,363.625566,426.324421,1087301096#1
105733654,365.306739,427.444129,1087301096#1
105733654,378.611148,436.293775,1134722784#0
105733654,375.756278,441.576456,1087301096#1
105733654,372.129788,439.665639,1087301096#1
105733654,370.33136,440.284469,1087301096#1
105733654,364.360156,451.601242,1186964815
105733654,353.457849,445.758059,1087301096#1
105733654,358.541697,436.041237,1087301096#1
105733654,360.85286,431.638657,1087301096#1
105733654,360.619466,431.521469,1087301096#1
105733909,222.688972,479.973702,1296244125
105733909,212.133514,494.486764,1225644852#5
105733909,198.907169,491.255307,1225644852#5
105733909,185.680806,488.023885,1225644852#5
105733909,196.137061,465.745847,1225644852#5
105733909,201.781145,468.03423,1225644852#5
105733909,197.12796,476.962648,1225644852#5
105733909,197.849681,478.882714,1225644852#5
105733909,203.987367,480.481261,1225644852#5
105733909,204.893006,480.004755,1225644852#5
105733909,205.323139,480.117533,1225644852#5
105733909,205.865308,477.957752,1225644852#5
105733909,207.332838,478.325504,1296244125
105733909,206.797453,480.485133,1225644852#5
105733909,207.268539,480.608122,1225644852#5
105733909,207.795015,481.386406,1225644852#5
105733909,210.253697,482.065808,1296244125
105733909,210.394483,481.684315,1296244125
105733909,210.604105,481.345793,1296244125
105733909,210.868745,481.039422,1296244125
105733909,211.189152,480.798569,1296244125
105733909,211.544723,480.612568,1296244125
105733909,211.928924,480.492693,1296244125
105733909,212.382708,480.449154,1296244125
105733909,212.838732,480.505715,1296244125
105733909,213.276147,480.640586,1296244125
105733909,213.668313,480.876618,1296244125
105733909,214.0077,481.180599,1296244125
105733909,214.273957,481.552982,1296244125
105733909,217.330282,476.788693,1296244125
105733909,222.688972,479.973702,1296244125
105733910,179.84954,469.793711,31112516#5
105733910,178.409401,473.07524,1225644852#5
105733910,177.486085,472.762079,1225644852#5
105733910,177.193191,473.62547,1225644852#5
105733910,177.891576,474.199603,1225644852#5
105733910,178.473323,473.808238,1225644852#5
105733910,180.392837,474.355035,1225644852#5
105733910,180.8834,472.619259,1225644852#5
105733910,182.809698,473.165905,1225644852#5
105733910,182.319134,474.901681,1225644852#5
105733910,181.260386,474.602678,1225644852#5
105733910,181.367314,475.134415,1225644852#5
105733910,184.748572,476.093599,1225644852#5
105733910,186.328008,474.789684,1225644852#5
105733910,188.132125,470.787836,1225644852#5
105733910,187.007837,469.077081,1225644852#5
105733910,181.676311,466.803974,31112516#5
105733910,181.849273,466.343867,31112516#4
105733910,180.235537,465.812479,31112516#4
105733910,179.379319,467.890272,31112516#5
105733910,179.84954,469.793711,31112516#5
109089263,1202.916169,520.896303,1085398475#2
109089263,1204.636789,538.495427,1085398473#5
109089263,1206.377055,538.312173,1085398473#5
109089263,1207.526835,551.595312,1085398473#5
109089263,1206.864231,551.710156,1085398473#5
109089263,1205.543694,558.883377,1085398473#5
109089263,1211.17409,559.971422,1085398473#5
109089263,1219.716333,523.41692,1085398473#5
109089263,1219.112071,522.796045,1085398473#5
109089263,1219.832171,520.37651,1085398476#1
109089263,1217.33382,520.654463,1157347099#2
109089263,1216.865483,520.041702,1085398475#2
109089263,1202.916169,520.896303,1085398475#2
109089264,1185.00952,553.25201,1085398473#5
109089264,1190.647945,553.171453,1085398473#5
109089264,1190.637337,552.6932,1085398473#5
109089264,1196.025497,552.651583,1085398473#5
109089264,1196.035364,553.096469,1085398473#5
109089264,1201.362962,553.078457,1085398473#5
109089264,1199.716833,535.166107,1085398475#2
109089264,1198.469451,534.314691,-1257263911#0
109089264,1185.543567,535.102134,1257263911#0
109089264,1184.185547,536.300658,1257263911#0
109089264,1185.00952,553.25201,1085398473#5
12688199,383.192472,649.208768,1232425166#1
12688199,383.085378,650.490846,1232425166#1
12688199,386.977816,651.249571,1232425166#1
12688199,389.288109,651.064414,1232425166#0
12688199,391.454847,650.225933,374734394#4
12688199,393.428557,648.64621,374734394#5
12688199,394.806684,646.534539,374734394#5
12688199,395.465057,644.105119,374734394#5
12688199,395.744505,640.816207,374734394#5
12688199,394.645352,640.529191,374734394#5
12688199,396.226378,622.589411,374734394#5
12688199,394.766436,622.254817,374734394#5
12688199,395.290448,616.545732,374734394#5
12688199,393.262649,616.312848,374734394#5
12688199,393.840011,610.257612,374734394#5
12688199,395.893457,610.423156,374734394#5
12688199,396.184166,607.334291,374734394#5
12688199,394.203353,607.078102,374734394#5
12688199,394.755174,601.702225,374734394#5
12688199,396.71191,601.792038,374734394#5
12688199,397.058207,598.457121,374734394#5
12688199,395.119336,598.255633,374734394#5
12688199,396.692759,582.708478,374734394#5
12688199,398.636432,582.820838,374734394#5
12688199,400.587339,562.903198,374734394#6
12688199,398.36835,560.493556,465376251#0
12688199,387.847646,558.046854,27628628#1
12688199,384.273979,557.281003,-27628628#1
12688199,384.059277,556.785054,1232425168#3
12688199,383.66603,555.892499,-27628628#1
12688199,375.074357,553.814443,465376251#2
12688199,373.573399,559.845811,-131420077#0
12688199,371.225548,561.389391,-131420077#0
12688199,372.586545,563.673535,1232425168#3
12688199,372.974325,564.321403,1232425168#3
12688199,375.444783,567.960587,131420076
12688199,352.878575,583.821149,1249563427
12688199,344.798246,589.131634,1249563428
12688199,323.480386,603.139491,131420077#3
12688199,330.21065,613.037328,131420077#3
12688199,328.664552,617.956952,131420077#3
12688199,327.396788,617.718232,131420077#3
12688199,326.910418,619.643069,1232425166#4
12688199,318.87947,617.140853,131420077#4
12688199,316.401417,618.019711,131420077#4
12688199,313.899047,626.310159,1232425166#4
12688199,314.801269,627.502904,1232425166#4
12688199,315.434307,629.102266,1232425166#4
12688199,336.662347,635.371037,1232425166#3
12688199,337.212687,633.87875,1232425166#3
12688199,365.639538,642.167744,1232425166#2
12688199,365.238611,643.968263,1232425166#2
12688199,370.732741,645.937479,1232425166#1
12688199,383.192472,649.208768,1232425166#1
130777430,857.973462,71.879958,4610479#0
130777430,857.524442,71.834309,4610479#0
130777430,856.972308,77.833263,4610479#0
130777430,878.799204,79.829227,625955293#0
130777430,882.199225,42.86548,625955293#0
130777430,868.146549,41.575651,207363168
130777430,867.643089,47.017139,207363168
130777430,862.820666,46.579152,207363168
130777430,862.186791,53.481262,207363168
130777430,866.920761,53.910088,625955293#0
130777430,865.571028,68.606343,625955293#0
130777430,858.333908,67.943882,625955293#0
130777430,857.973462,71.879958,4610479#0
131506530,328.519445,506.727763,-1134722783#0
131506530,333.665793,496.775831,-1134722783#0
131506530,338.942548,499.640092,-1134722783#0
131506530,333.526006,509.954145,1087301095#1
131506530,329.517046,523.419256,1087301095#1
131506530,322.631232,521.74826,1087301095#1
131506530,315.745412,520.077275,1087301095#1
131506530,320.173742,507.459607,1134722783#0
131506530,324.412218,508.510997,1134722783#0
131506530,324.275365,508.15797,1134722783#0
131506530,324.239774,507.780424,1134722783#0
131506530,324.306192,507.411726,1134722783#0
131506530,324.4613,507.063299,1134722783#0
131506530,324.705843,506.768512,1134722783#0
131506530,325.013182,506.550215,1134722783#0
131506530,325.363215,506.419984,1134722783#0
131506530,325.742622,506.389246,1134722783#0
131506530,326.117482,506.45876,1134722783#0
131506530,326.481013,506.628675,1134722783#0
131506530,326.785476,506.888933,1134722783#0
131506530,327.003489,507.229018,-1134722783#0
131506530,327.12752,507.615714,-1134722783#0
131506530,327.136471,508.016111,-1134722783#0
131506530,327.029846,508.407964,1134722783#0
131506530,326.827251,508.757452,1134722783#0
131506530,326.534722,509.031056,1134722783#0
131506530,328.241165,509.460269,-1134722783#0
131506530,329.566742,508.640568,-1134722783#0
131506530,328.519445,506.727763,-1134722783#0
131506531,368.335327,503.434203,1186964814
131506531,370.06529,497.019376,1186964814
131506531,368.99093,496.932108,1186964814
131506531,373.890035,480.164474,1186964815
131506531,379.637209,480.692579,1186964815
131506531,377.531042,505.810328,1087301095#1
131506531,377.205201,509.756811,1087301095#1
131506531,371.163366,509.101763,1087301095#1
131506531,372.429839,504.422086,1087301095#1
131506531,368.335327,503.434203,1186964814
131515670,205.418792,397.959568,1158894403
131515670,207.494078,392.727613,1158894403
131515670,208.363383,393.053117,1158894403
131515670,220.918776,397.835245,1158894403
131515670,226.641845,400.010614,1158894403
131515670,226.291926,400.752872,1158894403
131515670,221.100047,412.608775,1158894403
131515670,214.843595,410.256178,1158894403
131515670,216.28683,406.807677,1158894403
131515670,214.64434,403.172292,1158894403
131515670,216.178886,399.254384,1158894403
131515670,214.487769,398.602311,1158894403
131515670,213.5259,401.116442,1158894403
131515670,205.418792,397.959568,1158894403
137000584,1095.422288,716.713147,-1121008013#2
137000584,1098.504279,703.903581,-1121008013#2
137000584,1106.948568,706.097433,-1121008013#2
137000584,1115.208209,708.228633,-1121008013#2
137000584,1106.171791,719.412201,-1121008013#2
137000584,1105.436658,718.093204,-1121008013#2
137000584,1104.936029,718.47153,-1121008013#2
137000584,1102.792863,717.929343,-1121008013#2
137000584,1102.906939,717.259152,-1121008013#2
137000584,1101.235824,718.108568,-1121008013#2
137000584,1095.422288,716.713147,-1121008013#2
137000585,1151.06687,717.525563,-1121008013#2
137000585,1160.944322,720.077172,-1121008013#2
137000586,1132.745149,712.780062,-1121008013#2
137000586,1142.028738,715.177899,-1121008013#2
137000586,1151.06687,717.525563,-1121008013#2
137000589,1082.266819,720.588333,-1121008013#2
137000589,1083.139354,716.785563,-1121008013#2
137000589,1082.737388,716.716594,-1121008013#2
137000589,1083.449847,713.651803,-1121008013#2
137000589,1083.115339,713.258635,-1121008013#2
137000589,1083.428841,712.0944,-1121008013#2
137000589,1090.471354,713.818605,-1121008013#2
137000589,1090.234447,715.07016,-1121008013#2
137000589,1089.480599,715.353961,-1121008013#2
137000589,1089.140368,718.06553,-1121008013#2
137000589,1088.447197,718.025283,-1121008013#2
137004052,1071.19022,713.857262,-1121008013#1
137004052,1073.230401,714.346084,-1121008013#1
137004052,1072.932445,715.598996,-1121008013#1
137004052,1075.136422,716.128692,-1121008013#1
1405662,698.414847,728.347525,465398529#1
1405662,702.09182,726.752231,465398529#1
1405662,701.313087,724.699837,465398529#1
1405662,699.271225,723.832865,465398529#1
1405662,697.073032,724.783187,465398529#1
1405662,695.305945,720.104432,465398529#1
1405662,704.999568,715.91586,465398529#1
1405662,714.693207,711.727309,465398529#1
1405662,714.89455,712.234695,465398529#1
1405662,716.480381,716.394495,465398529#1
1405662,714.28243,717.355932,465398529#1
1405662,713.379544,719.479176,465398529#1
1405662,714.165305,721.542544,465398529#1
1405662,717.835504,719.947413,465398529#1
1405662,720.497173,727.310269,465398529#1
1405662,698.414847,728.347525,465398529#1
147686966,1320.20623,514.10134,1212138779#2
147686966,1321.840428,514.031753,1212138779#2
147686966,1321.421465,555.168698,31959081#1
147686966,1321.439733,540.368566,1212138779#2
147686966,1322.775981,528.688351,1212138779#2
147686966,1320.948881,528.628679,1212138779#2
147686966,1320.20623,514.10134,1212138779#2
1494044,220.013288,463.531198,1296244125
1494044,217.885027,462.755375,1296244125
1494044,213.718877,474.643974,1296244125
1494044,204.411614,469.110381,1296244125
1494044,201.781145,468.03423,1225644852#5
1494044,196.137061,465.745847,1225644852#5
1494044,172.580588,456.169216,31112516#3
1494044,176.818919,444.77971,31112516#3
1494044,177.938349,442.028362,31112516#3
1494044,183.842043,425.894564,1158894400
1494044,193.956719,430.197128,1158894400
1494044,198.274023,432.036715,1158894400
1494044,199.031419,430.395118,1158894400
1494044,211.534261,434.955842,1158894400
1494044,213.177715,430.445726,-1158894400
1494044,227.188208,438.077377,-1143810926#1
1494044,221.943641,452.126617,1296244125
1494044,223.791519,452.808567,1296244125
1494044,220.013288,463.531198,1296244125
1505129,276.721634,480.790107,-131505631
1505129,264.597367,503.46136,-176043794#0
1505129,263.138922,504.106008,1330093091#1
1505129,263.217775,504.293415,1330093091#1
1505129,262.762235,505.472014,1330093091#1
1505129,262.238059,505.706294,1330093091#1
1505129,261.754338,505.928541,1330093091#1
1505129,260.657204,505.430082,1330093091#1
1505129,260.57835,505.242675,1330093091#1
1505129,259.019141,505.93409,1330093091#1
1505129,255.067814,504.976481,1330093091#1
1505129,253.081726,504.486784,1330093091#1
1505129,253.218284,503.916216,1330093091#1
1505129,249.110922,502.962103,1330093091#1
1505129,247.896402,502.677699,1330093091#1
1505129,245.010094,501.996719,1330093091#1
1505129,244.891898,502.477855,1330093091#1
1505129,238.592682,500.938511,1154718661#0
1505129,231.645248,499.246765,1330093091#0
1505129,231.763443,498.765629,1330093091#0
1505129,227.736734,497.776346,1330093091#0
1505129,223.710272,496.798188,1330093091#0
1505129,223.592078,497.279324,1330093091#0
1505129,217.682025,495.842575,1296244125
1505129,238.798131,460.673895,1296244125
1505129,243.677774,463.380027,-131505631
1505129,243.950695,463.140239,-131505631
1505129,246.532855,464.484558,-131505631
1505129,251.422575,467.034683,-131505631
1505129,251.109879,467.620319,-131505631
1505129,263.261147,474.069617,-131505631
1505129,263.646727,473.404457,-131505631
1505129,268.975832,476.178452,-131505631
1505129,271.310767,477.394782,-131505631
1505129,271.115704,477.777487,-131505631
1505129,276.721634,480.790107,-131505631
1505141,162.81106,482.437905,1225644852#5
1505141,168.44659,467.367219,31112516#5
1505141,172.580588,456.169216,31112516#3
1505141,196.137061,465.745847,1225644852#5
1505141,185.680806,488.023885,1225644852#5
1505141,174.249332,485.230805,1225644852#5
1505141,162.81106,482.437905,1225644852#5
1547630,1202.916169,520.896303,1085398475#2
1547630,1188.998064,522.239868,1257263911#0
1547630,1177.314973,523.366977,1085398475#3
1547630,1179.216538,550.95469,1085398475#3
1547630,1179.093962,559.503426,-558292461
1547630,1198.807516,559.043902,1085398473#5
1547630,1205.543694,558.883377,1085398473#5
1547630,1206.864231,551.710156,1085398473#5
1547630,1207.526835,551.595312,1085398473#5
1547630,1206.377055,538.312173,1085398473#5
1547630,1204.636789,538.495427,1085398473#5
1547630,1202.916169,520.896303,1085398475#2
162018681,1261.659675,481.982491,574144564
162018681,1262.919978,484.947885,574144564
162018681,1262.399207,485.337768,574144564
162018681,1263.052902,487.88263,574144564
162018681,1271.116624,487.592625,574144564
162018681,1289.723191,487.091246,574144564
162018681,1289.521574,484.425086,574144564
162018681,1289.053231,484.424337,574144564
162018681,1287.90927,480.88885,574144564
162018681,1284.731392,480.825743,574144564
162018681,1282.074226,477.001091,574144564
162018681,1277.801386,471.020107,574144564
162018681,1265.570877,479.915082,574144564
162018681,1264.728909,480.512381,574144564
162018681,1264.540317,480.271753,574144564
162018681,1261.659675,481.982491,574144564
172283309,943.126014,690.074306,-1220548060#1
172283309,938.36848,684.894446,-1220548060#1
172283309,953.502327,671.093543,172283311#2
172283309,954.255247,671.989273,172283311#2
172283309,956.802249,669.629231,172283311#2
172283309,956.671922,668.040875,172283311#2
172283309,954.218548,665.758607,172283311#2
172283309,957.68232,662.810676,172283311#2
172283309,961.109954,659.763403,172283311#2
172283309,967.945907,667.456445,1157382624
172283309,943.126014,690.074306,-1220548060#1
1846133,1081.138592,699.426363,-1121008013#2
1846133,1089.957978,701.70088,-1121008013#2
1846133,1098.504279,703.903581,-1121008013#2
1846133,1095.422288,716.713147,-1121008013#2
1846160,1115.208209,708.228633,-1121008013#2
1846160,1124.007457,710.514784,-1121008013#2
1846160,1132.745149,712.780062,-1121008013#2
194728663,863.323873,41.126542,207363168
194728663,847.237631,39.659455,207363168
194728663,846.100341,52.003058,207363168
194728663,859.663265,53.248078,207363168
194728663,862.186791,53.481262,207363168
194728663,862.820666,46.579152,207363168
194728663,863.323873,41.126542,207363168
194728665,844.893314,65.483232,4610479#0
194728665,844.43218,70.690101,4610479#0
194728665,857.524442,71.834309,4610479#0
194728665,857.973462,71.879958,4610479#0
194728665,858.333908,67.943882,625955293#0
194728665,859.663265,53.248078,207363168
194728665,846.100341,52.003058,207363168
194728665,844.893314,65.483232,4610479#0
194728666,855.697129,90.691803,4610479#0
194728666,877.46019,94.703282,625955293#0
194728666,878.799204,79.829227,625955293#0
194728666,856.972308,77.833263,4610479#0
194728666,855.697129,90.691803,4610479#0
2169369,1300.865945,499.863645,101699679#0
2169369,1299.173688,492.412257,101699679#0
2169369,1295.959421,487.030949,101699679#0
2169369,1292.432226,481.31162,236523982#0
2169369,1292.936345,481.089024,236523982#0
2169369,1289.513355,476.090684,236523982#0
2169369,1284.094797,468.33241,236523982#0
2169369,1282.981874,466.810335,236523982#0
2169369,1279.058924,462.835694,1158979784
2169369,1264.725569,473.01244,574144564
2169369,1254.450754,480.417507,574144564
2169369,1257.078408,488.11521,574144564
2169369,1259.232425,494.655013,1158979785#0
2169369,1261.088196,500.600537,1158979785#0
2169369,1271.705883,500.39858,574144564
2169369,1282.988647,500.193035,101699679#0
2169369,1300.865945,499.863645,101699679#0
23787848,1309.684047,561.192849,31959081#1
23787848,1321.500135,560.864294,31959081#1
23787848,1321.421465,555.168698,31959081#1
23787848,1321.439733,540.368566,1212138779#2
23787848,1320.948881,528.628679,1212138779#2
23787848,1320.20623,514.10134,1212138779#2
23787848,1310.445327,514.373231,1212138779#2
23787848,1306.565388,514.481451,1212138779#2
23787848,1306.519817,522.227281,1212138779#2
23787848,1306.477304,525.822443,31959081#1
23787848,1315.331483,525.370335,1212138779#2
23787848,1315.610181,532.741769,1212138779#2
23787848,1307.911388,532.956853,31959081#1
23787848,1308.117083,540.096225,31959081#1
23787848,1314.897816,539.801332,31959081#1
23787848,1315.80827,552.71145,31959081#1
23787848,1309.452478,552.88565,31959081#1
23787848,1309.684047,561.192849,31959081#1
23816399,1258.400529,535.511816,31959081#1
23816399,1264.69937,534.604389,31959081#1
23816399,1265.01414,526.451995,1212138779#2
23816399,1275.581443,526.429203,31959081#1
23816399,1275.28224,524.566395,1212138779#2
23816399,1274.987479,515.247984,1212138779#2
23816399,1266.824883,515.362135,1212138779#2
23816399,1258.033842,515.601506,1212138779#2
23816399,1258.400529,535.511816,31959081#1
23816400,1293.834875,524.700497,31959081#1
23816400,1294.148618,514.968008,1212138779#2
23816400,1282.042316,515.069376,1212138779#2
23816400,1274.987479,515.247984,1212138779#2
23816400,1275.28224,524.566395,1212138779#2
23816400,1287.58624,524.505139,31959081#1
23816400,1287.215657,527.384276,31959081#1
23816400,1293.834875,524.700497,31959081#1
23816402,1294.148618,514.968008,1212138779#2
23816402,1293.834875,524.700497,31959081#1
23816402,1299.835151,522.264121,31959081#1
23816402,1306.519817,522.227281,1212138779#2
23816402,1306.565388,514.481451,1212138779#2
23816402,1294.148618,514.968008,1212138779#2
23816404,1226.17682,551.838272,1216417114#2
23816404,1229.034659,540.224433,1216417114#2
23816404,1241.167034,541.9139,1157347100#1
23816404,1239.689674,549.057204,1216417114#2
23816404,1238.989692,549.629104,1216417114#2
23816404,1239.763667,550.557792,1216417114#2
23816404,1242.504883,548.683216,1157347100#1
23816404,1249.295572,550.368728,31959081#1
23816404,1249.669075,548.847092,31959081#1
23816404,1249.313598,548.732568,31959081#1
23816404,1248.200308,547.499827,31959081#1
23816404,1248.886399,542.933421,31959081#1
23816404,1253.858641,543.724532,31959081#1
23816404,1252.837193,557.044682,31959081#1
23816404,1226.17682,551.838272,1216417114#2
23816413,1210.116532,665.306717,1157347103#0
23816413,1203.433415,663.262794,1157347103#0
23816413,1199.627474,662.112041,1157347103#0
23816413,1195.818468,677.652799,1216417108#1
23816413,1195.146264,680.393977,1216417108#1
23816413,1206.281468,683.652205,1216417108#1
23816413,1207.531408,678.806222,1216417108#1
23816413,1208.548353,679.061858,1216417108#1
23816413,1209.384362,675.74954,1216417108#1
